,Date,Openly,Highest,Lowermost,Close,Volume,avg
1818,2002-01-02,5575.34,5645.11,5493.59,5600.05,,5569.35
1819,2002-01-03,5684.91,5690.29,5517.09,5526.32,,5603.69
1820,2002-01-04,5678.36,5684.88,5600.93,5638.53,,5642.905
1821,2002-01-07,5691.15,5836.74,5657.93,5834.89,,5747.335
1822,2002-01-08,5843.68,5885.6,5753.62,5810.08,,5819.61
1823,2002-01-09,5885.89,5915.42,5781.62,5865.54,,5848.52
1824,2002-01-10,5868.54,5910.77,5806.13,5871.28,,5858.45
1825,2002-01-11,5889.49,5926.99,5685.29,5687.59,,5806.14
1826,2002-01-14,5625.64,5661.02,5578.46,5611.86,,5619.74
1827,2002-01-15,5582.65,5628.65,5494.04,5592.74,,5561.345
1828,2002-01-16,5615.29,5645.4,5488.33,5488.33,,5566.865
1829,2002-01-17,5375.4,5519.81,5375.4,5501.13,,5447.605
1830,2002-01-18,5589.61,5632.17,5511.29,5522.8,,5571.73
1831,2002-01-21,5569.6,5799.87,5565.01,5798.05,,5682.44
1832,2002-01-22,5863.58,5880.83,5731.7,5804.1,,5806.265
1833,2002-01-23,5770.96,5958.39,5744.89,5769.78,,5851.64
1834,2002-01-24,5853.87,5875.32,5735.7,5801.92,,5805.51
1835,2002-01-25,5925.78,5978.57,5897.67,5950.64,,5938.12
1836,2002-01-28,6026.87,6049.12,5984.21,6007.33,,6016.665
1837,2002-01-29,6008.22,6008.22,5840.4,5846.19,,5924.31
1838,2002-01-30,5738.99,5849.36,5738.99,5812.67,,5794.175
1839,2002-01-31,5871.38,5915.38,5823.94,5872.14,,5869.66
1840,2002-02-01,5948.1,5948.1,5849.05,5857.93,,5898.575
1841,2002-02-04,5867.45,5909.46,5834.5,5849.85,,5871.98
1842,2002-02-05,5812.7,5849.02,5773.07,5844.25,,5811.045
1843,2002-02-06,5887.31,5978.89,5887.31,5926.08,,5933.1
1844,2002-02-18,6048.65,6048.65,5953.75,5968.61,,6001.2
1845,2002-02-19,6000.61,6000.61,5857.49,5861.66,,5929.05
1846,2002-02-20,5817.74,5838.65,5685.82,5692.18,,5762.235
1847,2002-02-21,5766.4,5769.59,5640.15,5656.1,,5704.87
1848,2002-02-22,5562.17,5632.12,5532.17,5609.83,,5582.145
1849,2002-02-25,5644.22,5663.62,5499.85,5510.71,,5581.735
1850,2002-02-26,5607.28,5629.68,5492.94,5499.79,,5561.31
1851,2002-02-27,5536.81,5699.67,5536.81,5696.11,,5618.24
1852,2002-03-01,5672.03,5736.22,5645.8,5680.78,,5691.01
1853,2002-03-04,5878.46,5923.21,5834.26,5874.48,,5878.735
1854,2002-03-05,6033.71,6033.71,5877.41,5957.75,,5955.56
1855,2002-03-06,5955.27,6097.57,5942.28,6097.57,,6019.925
1856,2002-03-07,6130.74,6137.01,6037.63,6048.15,,6087.32
1857,2002-03-08,6077.7,6125.46,5971.91,6011.65,,6048.685
1858,2002-03-11,6088.19,6212.28,6078.29,6196.26,,6145.285
1859,2002-03-12,6198.75,6208.58,6086.41,6122.54,,6147.495
1860,2002-03-13,6119.13,6203.15,6068.23,6088.34,,6135.69
1861,2002-03-14,6045.55,6111.84,6006.08,6070.5,,6058.96
1862,2002-03-15,6062.13,6112.64,5939.46,5951.45,,6026.05
1863,2002-03-18,5999.6,6002.33,5917.07,5972.11,,5959.7
1864,2002-03-19,5989.73,6007.66,5877.39,5906.73,,5942.525
1865,2002-03-20,5948.0,6068.29,5900.34,6059.06,,5984.315
1866,2002-03-21,5981.77,6080.45,5980.81,6046.52,,6030.63
1867,2002-03-22,6149.16,6203.21,6127.04,6140.42,,6165.125
1868,2002-03-25,6194.16,6243.51,6154.73,6219.17,,6199.12
1869,2002-03-26,6206.18,6259.81,6181.75,6242.64,,6220.78
1870,2002-03-27,6303.44,6326.43,6139.18,6147.75,,6232.805
1871,2002-03-28,6190.08,6209.92,6100.72,6209.92,,6155.32
1872,2002-03-29,6265.02,6265.02,6154.56,6167.47,,6209.79
1873,2002-04-01,6118.45,6213.32,6118.45,6186.44,,6165.885
1874,2002-04-02,6248.04,6326.13,6230.35,6243.46,,6278.24
1875,2002-04-03,6220.49,6306.44,6207.13,6294.66,,6256.785
1876,2002-04-04,6303.71,6307.32,6164.06,6207.09,,6235.69
1877,2002-04-08,6204.57,6246.32,6176.79,6190.83,,6211.555
1878,2002-04-09,6222.72,6235.97,6068.62,6069.85,,6152.295
1879,2002-04-10,6036.08,6082.94,6016.04,6059.21,,6049.49
1880,2002-04-11,6098.54,6145.57,6065.59,6073.76,,6105.58
1881,2002-04-12,6036.45,6182.59,6009.45,6182.59,,6096.02
1882,2002-04-15,6226.57,6261.78,6179.61,6196.0,,6220.695
1883,2002-04-16,6249.93,6292.18,6222.43,6257.73,,6257.305
1884,2002-04-17,6398.03,6413.76,6344.57,6390.68,,6379.165
1885,2002-04-18,6434.46,6450.3,6373.97,6387.21,,6412.135
1886,2002-04-19,6397.54,6460.87,6392.9,6448.12,,6426.885
1887,2002-04-22,6470.45,6484.93,6424.78,6462.3,,6454.855
1888,2002-04-23,6440.93,6462.88,6372.4,6390.62,,6417.64
1889,2002-04-24,6403.77,6460.66,6379.48,6455.39,,6420.07
1890,2002-04-25,6440.07,6464.42,6348.42,6355.59,,6406.42
1891,2002-04-26,6359.95,6369.95,6266.46,6306.93,,6318.205
1892,2002-04-29,6244.26,6258.18,6175.71,6205.09,,6216.945
1893,2002-04-30,6201.84,6214.47,6035.82,6065.73,,6125.145
1894,2002-05-02,6099.27,6106.77,5855.96,5867.83,,5981.365
1895,2002-05-03,5785.73,5910.67,5750.82,5910.32,,5830.745
1896,2002-05-06,5807.5,5807.5,5601.5,5642.48,,5704.5
1897,2002-05-07,5525.3,5700.69,5525.3,5663.98,,5612.995
1898,2002-05-08,5724.06,5777.47,5670.36,5711.53,,5723.915
1899,2002-05-09,5884.28,5884.28,5737.18,5739.28,,5810.73
1900,2002-05-10,5701.18,5813.33,5647.75,5807.3,,5730.54
1901,2002-05-13,5751.46,5775.66,5718.6,5742.66,,5747.13
1902,2002-05-14,5801.54,5822.66,5729.43,5755.92,,5776.045
1903,2002-05-15,5836.22,5933.68,5815.08,5910.69,,5874.38
1904,2002-05-16,5883.57,5883.57,5791.97,5801.47,,5837.77
1905,2002-05-17,5830.72,5865.44,5779.43,5789.84,,5822.435
1906,2002-05-20,5739.45,5739.45,5564.96,5574.71,,5652.205
1907,2002-05-21,5497.98,5540.49,5429.01,5443.18,,5484.75
1908,2002-05-22,5444.57,5544.18,5421.8,5541.64,,5482.99
1909,2002-05-23,5536.41,5595.9,5526.74,5549.96,,5561.32
1910,2002-05-24,5588.59,5718.74,5586.93,5706.4,,5652.835
1911,2002-05-27,5624.81,5733.97,5623.88,5729.9,,5678.925
1912,2002-05-28,5765.56,5796.73,5652.59,5669.53,,5724.66
1913,2002-05-29,5620.87,5630.44,5565.0,5623.23,,5597.72
1914,2002-05-30,5646.44,5751.89,5646.44,5736.19,,5699.165
1915,2002-05-31,5718.29,5718.29,5645.95,5675.65,,5682.12
1916,2002-06-03,5628.27,5628.27,5517.62,5571.08,,5572.945
1917,2002-06-04,5443.87,5535.62,5443.87,5527.8,,5489.745
1918,2002-06-05,5583.88,5626.31,5567.06,5599.42,,5596.685
1919,2002-06-06,5613.66,5656.91,5578.06,5591.02,,5617.485
1920,2002-06-07,5472.62,5523.82,5423.26,5433.02,,5473.54
1921,2002-06-10,5477.01,5520.18,5442.64,5499.33,,5481.41
1922,2002-06-11,5536.87,5540.56,5391.75,5405.42,,5466.155
1923,2002-06-12,5380.07,5422.7,5357.12,5399.96,,5389.91
1924,2002-06-13,5458.21,5580.07,5457.51,5562.23,,5518.79
1925,2002-06-14,5539.21,5585.51,5534.83,5562.12,,5560.17
1926,2002-06-17,5589.64,5621.05,5531.64,5537.81,,5576.345
1927,2002-06-18,5625.15,5625.15,5516.54,5536.42,,5570.845
1928,2002-06-19,5532.28,5565.46,5388.46,5399.5,,5476.96
1929,2002-06-20,5333.83,5445.77,5264.35,5445.77,,5355.06
1930,2002-06-21,5377.55,5516.55,5357.51,5460.53,,5437.03
1931,2002-06-24,5440.61,5467.25,5361.29,5384.89,,5414.27
1932,2002-06-25,5419.93,5432.38,5299.19,5316.04,,5365.785
1933,2002-06-26,5225.58,5233.76,5094.42,5123.04,,5164.09
1934,2002-06-27,5144.57,5172.67,5048.31,5071.76,,5110.49
1935,2002-06-28,5143.41,5181.37,5109.83,5153.71,,5145.6
1936,2002-07-01,5124.5,5124.5,4947.63,4969.32,,5036.065
1937,2002-07-02,4881.12,5005.25,4881.12,4995.08,,4943.185
1938,2002-07-03,4901.7,5054.25,4808.16,5047.82,,4931.205
1939,2002-07-04,5064.43,5134.9,5024.44,5130.8,,5079.67
1940,2002-07-05,5146.17,5255.23,5110.38,5255.23,,5182.805
1941,2002-07-08,5350.31,5417.1,5324.35,5377.86,,5370.725
1942,2002-07-09,5352.71,5388.52,5310.73,5388.52,,5349.625
1943,2002-07-10,5315.81,5332.06,5249.38,5262.01,,5290.72
1944,2002-07-11,5163.27,5277.39,5162.26,5202.59,,5219.825
1945,2002-07-12,5287.46,5420.15,5287.46,5416.5,,5353.805
1946,2002-07-15,5427.33,5440.06,5371.2,5393.01,,5405.63
1947,2002-07-16,5441.97,5460.09,5311.32,5318.01,,5385.705
1948,2002-07-17,5273.01,5317.9,5202.83,5250.82,,5260.365
1949,2002-07-18,5257.89,5315.79,5219.94,5242.11,,5267.865
1950,2002-07-19,5168.55,5191.77,5133.29,5161.92,,5162.53
1951,2002-07-22,5064.51,5089.19,5003.39,5043.5,,5046.29
1952,2002-07-23,5016.14,5159.23,4979.85,5159.23,,5069.54
1953,2002-07-24,5066.87,5111.64,4998.84,5039.48,,5055.24
1954,2002-07-25,5164.53,5171.51,5043.04,5045.07,,5107.275
1955,2002-07-26,4902.5,4916.41,4828.51,4855.34,,4872.46
1956,2002-07-29,4826.82,4917.26,4796.45,4858.44,,4856.855
1957,2002-07-30,4971.98,5019.82,4937.11,5005.04,,4978.465
1958,2002-07-31,5006.62,5006.62,4927.44,4940.38,,4967.03
1959,2002-08-01,4923.29,4970.36,4911.51,4916.59,,4940.935
1960,2002-08-02,4848.59,4920.89,4805.77,4920.89,,4863.33
1961,2002-08-05,4684.55,4737.77,4624.76,4636.67,,4681.265
1962,2002-08-06,4506.6,4629.93,4506.6,4572.35,,4568.265
1963,2002-08-07,4696.4,4736.63,4684.5,4720.73,,4710.565
1964,2002-08-08,4736.59,4764.03,4677.02,4700.23,,4720.525
1965,2002-08-09,4802.41,4861.98,4786.21,4851.44,,4824.095
1966,2002-08-12,4855.61,4895.63,4824.23,4852.07,,4859.93
1967,2002-08-13,4845.0,4847.31,4804.92,4817.93,,4826.115
1968,2002-08-14,4788.18,4887.43,4787.96,4887.43,,4837.695
1969,2002-08-15,4966.04,5008.35,4927.61,4931.47,,4967.98
1970,2002-08-16,4979.05,4979.52,4895.83,4919.02,,4937.675
1971,2002-08-19,4937.77,4948.93,4875.89,4888.0,,4912.41
1972,2002-08-20,4950.01,4953.01,4907.59,4919.26,,4930.3
1973,2002-08-21,4886.78,4906.78,4856.03,4887.79,,4881.405
1974,2002-08-22,4926.22,4989.13,4909.23,4956.49,,4949.18
1975,2002-08-23,5005.74,5030.24,4964.81,4968.85,,4997.525
1976,2002-08-26,4933.85,4949.43,4899.5,4935.92,,4924.465
1977,2002-08-27,4947.8,4958.78,4875.04,4878.85,,4916.91
1978,2002-08-28,4845.18,4858.61,4775.74,4789.63,,4817.175
1979,2002-08-29,4770.91,4809.83,4747.42,4800.63,,4778.625
1980,2002-08-30,4812.95,4812.95,4762.2,4764.94,,4787.575
1981,2002-09-02,4756.01,4756.01,4643.66,4644.58,,4699.835
1982,2002-09-03,4654.15,4666.39,4577.94,4588.06,,4622.165
1983,2002-09-04,4499.51,4595.91,4490.99,4534.15,,4543.45
1984,2002-09-05,4578.94,4585.25,4459.37,4459.37,,4522.31
1985,2002-09-09,4475.99,4533.27,4438.91,4533.27,,4486.09
1986,2002-09-10,4545.83,4668.01,4522.37,4668.01,,4595.19
1987,2002-09-11,4690.88,4707.55,4649.21,4660.53,,4678.38
1988,2002-09-12,4653.37,4687.33,4609.7,4647.37,,4648.515
1989,2002-09-13,4590.79,4613.47,4573.72,4580.17,,4593.595
1990,2002-09-16,4578.15,4579.6,4451.2,4457.16,,4515.4
1991,2002-09-17,4478.58,4633.86,4463.86,4633.86,,4548.86
1992,2002-09-18,4531.13,4540.53,4469.67,4482.65,,4505.1
1993,2002-09-19,4502.03,4542.84,4475.75,4491.31,,4509.295
1994,2002-09-20,4420.43,4438.44,4369.51,4429.25,,4403.975
1995,2002-09-23,4424.16,4450.08,4328.4,4328.4,,4389.24
1996,2002-09-24,4303.85,4355.64,4272.6,4286.94,,4314.12
1997,2002-09-25,4277.0,4287.33,4127.59,4185.95,,4207.46
1998,2002-09-26,4263.67,4287.63,4219.57,4222.22,,4253.6
1999,2002-09-27,4240.48,4279.0,4202.84,4208.8,,4240.92
2000,2002-09-30,4147.04,4191.81,4082.94,4191.81,,4137.375
2001,2002-10-01,4146.67,4223.52,4143.62,4162.77,,4183.57
2002,2002-10-02,4246.16,4260.41,4171.76,4171.76,,4216.085
2003,2002-10-03,4138.29,4140.23,4073.96,4075.98,,4107.095
2004,2002-10-04,4027.46,4098.57,4014.21,4067.79,,4056.39
2005,2002-10-07,4020.42,4020.42,3910.5,3924.04,,3965.46
2006,2002-10-08,3903.74,3975.98,3874.25,3964.28,,3925.115
2007,2002-10-09,3974.51,4031.57,3947.61,3947.61,,3989.59
2008,2002-10-11,4012.4,4014.63,3845.76,3850.04,,3930.195
2009,2002-10-14,3885.68,3920.75,3847.1,3910.98,,3883.925
2010,2002-10-15,3980.07,4132.08,3979.34,4131.47,,4055.71
2011,2002-10-16,4249.23,4249.54,4155.02,4223.32,,4202.28
2012,2002-10-17,4182.8,4298.5,4177.34,4280.81,,4237.92
2013,2002-10-18,4373.17,4465.99,4360.66,4458.17,,4413.325
2014,2002-10-21,4446.1,4489.63,4418.65,4463.52,,4454.14
2015,2002-10-22,4512.82,4536.91,4361.05,4386.46,,4448.98
2016,2002-10-23,4382.6,4593.4,4352.32,4589.88,,4472.86
2017,2002-10-24,4611.42,4633.09,4542.33,4574.8,,4587.71
2018,2002-10-25,4537.74,4604.17,4516.07,4564.06,,4560.12
2019,2002-10-28,4630.84,4682.94,4601.37,4601.37,,4642.155
2020,2002-10-29,4603.36,4619.72,4541.27,4554.13,,4580.495
2021,2002-10-30,4537.86,4594.2,4448.03,4498.73,,4521.115
2022,2002-10-31,4547.13,4605.44,4540.87,4579.14,,4573.155
2023,2002-11-01,4596.69,4626.29,4486.34,4500.55,,4556.315
2024,2002-11-04,4599.48,4625.44,4546.76,4583.68,,4586.1
2025,2002-11-05,4631.71,4631.71,4552.94,4566.1,,4592.325
2026,2002-11-06,4584.38,4732.57,4552.98,4725.34,,4642.775
2027,2002-11-07,4757.36,4799.61,4737.36,4757.98,,4768.485
2028,2002-11-08,4705.27,4811.01,4705.27,4811.01,,4758.14
2029,2002-11-11,4790.94,4794.74,4664.65,4664.65,,4729.695
2030,2002-11-12,4603.62,4688.42,4603.62,4676.47,,4646.02
2031,2002-11-13,4697.5,4724.59,4634.97,4671.77,,4679.78
2032,2002-11-14,4700.53,4740.71,4665.56,4665.56,,4703.135
2033,2002-11-15,4770.02,4828.28,4767.07,4813.53,,4797.675
2034,2002-11-18,4828.44,4862.66,4786.94,4790.61,,4824.8
2035,2002-11-19,4784.04,4799.19,4719.41,4726.5,,4759.3
2036,2002-11-20,4721.9,4736.66,4637.92,4653.5,,4687.29
2037,2002-11-21,4722.06,4724.63,4573.08,4579.45,,4648.855
2038,2002-11-22,4694.52,4746.68,4689.09,4707.61,,4717.885
2039,2002-11-25,4731.31,4731.31,4661.04,4723.16,,4696.175
2040,2002-11-26,4722.35,4772.36,4677.89,4677.89,,4725.125
2041,2002-11-27,4641.99,4659.82,4588.4,4633.03,,4624.11
2042,2002-11-28,4698.58,4712.01,4612.6,4612.6,,4662.305
2043,2002-11-29,4637.25,4666.24,4609.66,4646.69,,4637.95
2044,2002-12-02,4655.42,4683.18,4613.15,4683.18,,4648.165
2045,2002-12-03,4684.12,4805.65,4675.16,4793.93,,4740.405
2046,2002-12-04,4759.78,4775.4,4727.49,4727.49,,4751.445
2047,2002-12-05,4725.0,4770.12,4718.05,4755.4,,4744.085
2048,2002-12-06,4741.51,4771.67,4733.45,4738.98,,4752.56
2049,2002-12-09,4826.12,4867.23,4809.6,4823.67,,4838.415
2050,2002-12-10,4771.41,4780.37,4718.38,4755.01,,4749.375
2051,2002-12-11,4786.34,4832.54,4696.39,4699.41,,4764.465
2052,2002-12-12,4713.61,4735.89,4623.3,4669.7,,4679.595
2053,2002-12-13,4652.57,4678.15,4586.41,4588.14,,4632.28
2054,2002-12-16,4554.98,4592.12,4537.41,4582.05,,4564.765
2055,2002-12-17,4627.71,4633.65,4545.62,4545.62,,4589.635
2056,2002-12-18,4567.75,4581.18,4517.61,4535.93,,4549.395
2057,2002-12-19,4498.13,4592.12,4480.98,4549.23,,4536.55
2058,2002-12-20,4578.65,4605.72,4502.32,4595.67,,4554.02
2059,2002-12-23,4607.79,4627.72,4559.5,4572.77,,4593.61
2060,2002-12-24,4593.98,4608.99,4539.34,4544.5,,4574.165
2061,2002-12-25,4542.38,4561.42,4482.65,4484.43,,4522.035
2062,2002-12-26,4510.46,4567.37,4462.21,4567.37,,4514.79
2063,2002-12-27,4560.42,4588.74,4547.32,4547.32,,4568.03
2064,2002-12-30,4508.59,4513.87,4445.34,4457.75,,4479.605
2065,2002-12-31,4455.92,4471.98,4413.14,4452.45,,4442.56
