A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,Val,Target
0.0,0.6288493047094915,0.3711506952905084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13055.0,13563.0
0.0,0.09530311305297812,0.9046968869470219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13563.0,13867.0
0.0,0.0,0.7760156282821512,0.22398437171784882,0.0,0.0,0.0,0.0,0.0,0.0,13867.0,14696.0
0.0,0.0,0.0,0.9053270596143369,0.09467294038566307,0.0,0.0,0.0,0.0,0.0,14696.0,15460.0
0.0,0.0,0.0,0.10290719657186397,0.897092803428136,0.0,0.0,0.0,0.0,0.0,15460.0,15311.0
0.0,0.0,0.0,0.2594000756207232,0.7405999243792768,0.0,0.0,0.0,0.0,0.0,15311.0,15603.0
0.0,0.0,0.0,0.0,0.952716044196113,0.047283955803884954,0.0,0.0,0.0,0.0,15603.0,15861.0
0.0,0.0,0.0,0.0,0.6817417972524502,0.3182582027475473,0.0,0.0,0.0,0.0,15861.0,16807.0
0.0,0.0,0.0,0.0,0.0,0.6881695584590235,0.31183044154097644,0.0,0.0,0.0,16807.0,16919.0
0.0,0.0,0.0,0.0,0.0,0.570537327227666,0.42946267277233396,0.0,0.0,0.0,16919.0,16388.0
0.0,0.0,0.0,0.0,0.128240137797759,0.8717598622022374,0.0,0.0,0.0,0.0,16388.0,15433.0
0.0,0.0,0.0,0.13126496660085188,0.8687350333991481,0.0,0.0,0.0,0.0,0.0,15433.0,15497.0
0.0,0.0,0.0,0.064046548754362,0.935953451245638,0.0,0.0,0.0,0.0,0.0,15497.0,15145.0
0.0,0.0,0.0,0.43374784691005636,0.5662521530899437,0.0,0.0,0.0,0.0,0.0,15145.0,15163.0
0.0,0.0,0.0,0.41484266689073107,0.5851573331092689,0.0,0.0,0.0,0.0,0.0,15163.0,15984.0
0.0,0.0,0.0,0.0,0.5525564004537272,0.44744359954627005,0.0,0.0,0.0,0.0,15984.0,16859.0
0.0,0.0,0.0,0.0,0.0,0.6335545939587505,0.3664454060412496,0.0,0.0,0.0,16859.0,18150.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2776330714615847,0.7223669285384152,0.0,0.0,18150.0,18970.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4163970928034315,0.5836029071965647,0.0,18970.0,19328.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040394067974627995,0.9596059320253681,0.0,19328.0,19337.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030941477964965335,0.9690585220350308,0.0,19337.0,18876.0
