A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Val,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13950579396392596,0.8604942060360792,0.0,0.0,0.0,0.0,0.0,0.0,8723.055,8767.85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012979309622125694,0.9870206903778794,0.0,0.0,0.0,0.0,0.0,0.0,8767.85,8943.95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5155730389983672,0.484426961001638,0.0,0.0,0.0,0.0,0.0,8943.95,8840.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089043348772817,0.19109566512272336,0.0,0.0,0.0,0.0,0.0,8840.1,9008.905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321032814267272,0.6678967185732779,0.0,0.0,0.0,0.0,0.0,9008.905,9111.485
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04235918579592373,0.9576408142040814,0.0,0.0,0.0,0.0,0.0,9111.485,9040.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415052909085198,0.7584947090914853,0.0,0.0,0.0,0.0,0.0,9040.98,9166.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866831687293201,0.11331683127067996,0.0,0.0,0.0,0.0,9166.6,9102.205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857116871124883,0.9314288312887563,0.0,0.0,0.0,0.0,0.0,9102.205,9307.455
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48882876640843176,0.5111712335915682,0.0,0.0,0.0,0.0,9307.455,9282.125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5603750516719163,0.4396249483280838,0.0,0.0,0.0,0.0,9282.125,9236.245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899661913437922,0.3100338086562078,0.0,0.0,0.0,0.0,9236.245,9144.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9490496108381924,0.05095038916180763,0.0,0.0,0.0,0.0,9144.52,9244.415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6668894779366593,0.33311052206334063,0.0,0.0,0.0,0.0,9244.415,9376.925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926060882696938,0.7073939117303062,0.0,0.0,0.0,0.0,9376.925,9360.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33868890090584297,0.661311099094157,0.0,0.0,0.0,0.0,9360.61,9543.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220190824930275,0.1779809175069726,0.0,0.0,0.0,9543.53,9675.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44847008027842633,0.5515299197215737,0.0,0.0,0.0,9675.78,9690.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40598859072600857,0.5940114092739914,0.0,0.0,0.0,9690.82,9681.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318757484220121,0.568124251577988,0.0,0.0,0.0,9681.655,9851.215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9529421467924653,0.047057853207539906,0.0,0.0,9851.215,10034.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43480355347491045,0.5651964465250947,0.0,0.0,10034.655,10027.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536575390309246,0.5463424609690806,0.0,0.0,10027.98,10161.935
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07529264986905798,0.9247073501309472,0.0,0.0,10161.935,10065.605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3473832009717612,0.652616799028244,0.0,0.0,10065.605,9934.055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189550061992129,0.2810449938007922,0.0,0.0,9934.055,10055.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37615141713475186,0.6238485828652532,0.0,0.0,10055.42,10188.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998202163025154,0.0001797836974897344,0.0,10188.655,10227.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889418338304257,0.11105816616957946,0.0,10227.91,10062.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35522137474223664,0.6447786252577685,0.0,0.0,10062.83,9756.905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2193270723036852,0.7806729276963148,0.0,0.0,0.0,9756.905,9713.635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34154609178063,0.65845390821937,0.0,0.0,0.0,9713.635,9681.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318757484220121,0.568124251577988,0.0,0.0,0.0,9681.655,9523.455
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787222675172874,0.12127773248271256,0.0,0.0,0.0,9523.455,9495.555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575276902907259,0.04247230970927411,0.0,0.0,0.0,9495.555,9630.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5758863032644442,0.42411369673555577,0.0,0.0,0.0,9630.67,9659.695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49390324247594775,0.5060967575240523,0.0,0.0,0.0,9659.695,9599.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6651426243985201,0.3348573756014799,0.0,0.0,0.0,9599.07,9438.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11955898338744052,0.8804410166125595,0.0,0.0,0.0,0.0,9438.19,9363.355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33093546414910424,0.6690645358508958,0.0,0.0,0.0,0.0,9363.355,9430.735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14061613130055828,0.8593838686994417,0.0,0.0,0.0,0.0,9430.735,9520.485
