A0,A1,A2,A3,A4,Val,Target
0.5733728377190168,0.0,0.0,0.0,0.0,13055.0,13563.0
0.7964853628521157,0.0,0.0,0.0,0.0,13563.0,13867.0
0.9300015196246788,0.0,0.0,0.0,0.0,13867.0,14696.0
0.5851247063255254,0.4148752936744747,0.0,0.0,0.0,14696.0,15460.0
0.11177597470186461,0.8882240252981354,0.0,0.0,0.0,15460.0,15311.0
0.2040913686965314,0.7959086313034686,0.0,0.0,0.0,15311.0,15603.0
0.023177979123090418,0.9768220208769096,0.0,0.0,0.0,15603.0,15861.0
0.0,0.0,0.7508269271746791,0.24917307282532083,0.0,15861.0,16807.0
0.0,0.0,0.0,0.7001204597547306,0.2998795402452694,16807.0,16919.0
0.0,0.0,0.0,0.653274999581737,0.346725000418263,16919.0,16388.0
0.0,0.0,0.0,0.8753726723661976,0.12462732763380231,16388.0,15433.0
0.1285042675733814,0.8714957324266186,0.0,0.0,0.0,15433.0,15497.0
0.0888520178038601,0.9111479821961399,0.0,0.0,0.0,15497.0,15145.0
0.30693939153622735,0.6930606084637727,0.0,0.0,0.0,15145.0,15163.0
0.2957871962885495,0.7042128037114506,0.0,0.0,0.0,15163.0,15984.0
0.0,0.0,0.34760773000704825,0.6523922699929517,0.0,15984.0,16859.0
0.0,0.0,0.0,0.6783707818172693,0.3216292181827307,16859.0,18150.0
0.0,0.0,0.0,0.1383932007160664,0.8616067992839336,18150.0,18970.0
0.0,0.0,0.0,0.0,0.8246756784657384,18970.0,19328.0
0.0,0.0,0.0,0.0,0.696352171319768,19328.0,19337.0
0.0,0.0,0.0,0.0,0.6931261613635844,19337.0,18876.0
