A0,A1,A2,A3,A4,Val,Target
0.31442465235474515,0.6855753476452549,0.0,0.0,0.0,13055.0,13563.0
0.04765155652648815,0.9523484434735119,0.0,0.0,0.0,13563.0,13867.0
0.0,0.8880078141410745,0.11199218585892547,0.0,0.0,13867.0,14696.0
0.0,0.452663529807167,0.547336470192833,0.0,0.0,14696.0,15460.0
0.0,0.05145359828593012,0.9485464017140699,0.0,0.0,15460.0,15311.0
0.0,0.12970003781035983,0.8702999621896402,0.0,0.0,15311.0,15603.0
0.0,0.0,0.9763580220980547,0.02364197790194441,0.0,15603.0,15861.0
0.0,0.0,0.8408708986262234,0.1591291013737757,0.0,15861.0,16807.0
0.0,0.0,0.3440847792295092,0.6559152207704905,0.0,16807.0,16919.0
0.0,0.0,0.2852686636138306,0.7147313363861691,0.0,16919.0,16388.0
0.0,0.0,0.5641200688988784,0.43587993110112105,0.0,16388.0,15433.0
0.0,0.0656324833004241,0.9343675166995759,0.0,0.0,15433.0,15497.0
0.0,0.03202327437717912,0.9679767256228209,0.0,0.0,15497.0,15145.0
0.0,0.21687392345502648,0.7831260765449736,0.0,0.0,15145.0,15163.0
0.0,0.20742133344536381,0.7925786665546362,0.0,0.0,15163.0,15984.0
0.0,0.0,0.7762782002268621,0.22372179977313714,0.0,15984.0,16859.0
0.0,0.0,0.3167772969793727,0.683222703020627,0.0,16859.0,18150.0
0.0,0.0,0.0,0.6388165357307911,0.3611834642692108,18150.0,18970.0
0.0,0.0,0.0,0.20819854640171534,0.7918014535982866,18970.0,19328.0
0.0,0.0,0.0,0.02019703398731396,0.9798029660126879,19328.0,19337.0
0.0,0.0,0.0,0.015470738982482638,0.9845292610175193,19337.0,18876.0
