A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Val,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49415835739380115,0.5058416426061988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5569.35,5603.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036350340989167,0.6963649659010833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5603.69,5642.905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08606450052264736,0.9139354994773526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5642.905,5747.335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066716452027498,0.49332835479725023,0.0,0.0,0.0,0.0,0.0,0.0,5747.335,5819.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567941482598757,0.8943205851740125,0.0,0.0,0.0,0.0,0.0,0.0,5819.61,5848.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452825226752777,0.0547174773247173,0.0,0.0,0.0,0.0,0.0,5848.52,5858.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901894358867475,0.10981056411324751,0.0,0.0,0.0,0.0,0.0,5858.45,5806.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18041293738807337,0.8195870626119266,0.0,0.0,0.0,0.0,0.0,0.0,5806.14,5619.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21458729563406526,0.7854127043659348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619.74,5561.345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385712637122521,0.4614287362877479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5561.345,5566.865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079454994551846,0.4920545005448153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5566.865,5447.605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696173554874589,0.8303826445125361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5447.605,5571.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48095377063079353,0.5190462293692065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.73,5682.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667185603227814,0.13328143967721862,0.0,0.0,0.0,0.0,0.0,0.0,5682.44,5806.265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17971941917573028,0.8202805808242697,0.0,0.0,0.0,0.0,0.0,0.0,5806.265,5851.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279723080951952,0.07202769190479977,0.0,0.0,0.0,0.0,0.0,5851.64,5805.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18390826917828307,0.8160917308217169,0.0,0.0,0.0,0.0,0.0,0.0,5805.51,5938.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44816866806776673,0.5518313319322282,0.0,0.0,0.0,0.0,0.0,5938.12,6016.665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012389564159873648,0.9876104358401213,0.0,0.0,0.0,0.0,0.0,6016.665,5924.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5247885601674265,0.47521143983256847,0.0,0.0,0.0,0.0,0.0,5924.31,5794.175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24679650067355302,0.753203499326447,0.0,0.0,0.0,0.0,0.0,0.0,5794.175,5869.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8279947226038206,0.17200527739617438,0.0,0.0,0.0,0.0,0.0,5869.66,5898.575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6675700897246214,0.3324299102753736,0.0,0.0,0.0,0.0,0.0,5898.575,5871.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8151230245827348,0.1848769754172602,0.0,0.0,0.0,0.0,0.0,5871.98,5811.045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15319928273573263,0.8468007172642673,0.0,0.0,0.0,0.0,0.0,0.0,5811.045,5933.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4760203594754619,0.523979640524533,0.0,0.0,0.0,0.0,0.0,5933.1,6001.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09819163739095932,0.9018083626090356,0.0,0.0,0.0,0.0,0.0,6001.2,5929.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984903495553784,0.5015096504446166,0.0,0.0,0.0,0.0,0.0,5929.05,5762.235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4240042742914576,0.5759957257085424,0.0,0.0,0.0,0.0,0.0,0.0,5762.235,5704.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7422736522999389,0.2577263477000611,0.0,0.0,0.0,0.0,0.0,0.0,5704.87,5582.145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42316983317836393,0.5768301668216361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5582.145,5581.735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42544457291485344,0.5745554270851465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5581.735,5561.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387654488117074,0.46123455118829265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5561.31,5618.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229095141821821,0.7770904858178179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5618.24,5691.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8191709516845369,0.18082904831546306,0.0,0.0,0.0,0.0,0.0,0.0,5691.01,5878.735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776453003877145,0.2223546996122804,0.0,0.0,0.0,0.0,0.0,5878.735,5955.56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3514090070816585,0.6485909929183364,0.0,0.0,0.0,0.0,0.0,5955.56,6019.925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943026091819702,0.005697390818024786,0.0,0.0,0.0,0.0,6019.925,6087.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6203853298150821,0.3796146701849128,0.0,0.0,0.0,0.0,6087.32,6048.685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834737938886075,0.16526206111391997,0.0,0.0,0.0,0.0,6048.685,6145.285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29878706438735203,0.701212935612643,0.0,0.0,0.0,0.0,6145.285,6147.495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2865256623931263,0.7134743376068686,0.0,0.0,0.0,0.0,6147.495,6135.69
