A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Val,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9530722850022665,0.04692771499773347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5975.225,6099.885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11024081478668696,0.8897591852133131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6099.885,6140.355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8366214533265234,0.16337854667347665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.355,6172.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6165833480949645,0.38341665190503554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6172.9,6165.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6637754198269105,0.33622458017308954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6165.92,6232.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21166455496796788,0.7883354450320321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.79,6221.515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28789530121119233,0.7121046987888077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6221.515,6225.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25899184753582494,0.7410081524641751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6225.79,6244.535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13225611908089985,0.8677438809191002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6244.535,6280.295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904812644771027,0.10951873552289725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.295,6287.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400776978923354,0.15992230210766456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6287.75,6367.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30210160223171056,0.6978983977682894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6367.32,6378.495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265469601680232,0.7734530398319768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6378.495,6341.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4791732868534474,0.5208267131465526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6341.13,6357.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674808763933079,0.6325191236066922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.65,6354.465
