A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Val,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4064747991126646,0.5935252008873354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6211.025,6134.495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5948733224256887,0.4051266775743113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6134.495,6295.585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19830833979802404,0.801691660201976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6295.585,6432.105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8622288101665848,0.13777118983341521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6432.105,6442.695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8361587675442803,0.16384123245571966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6442.695,6399.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426175959863519,0.057382404013648136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399.45,6329.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11586398404533677,0.8841360159546633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6329.075,6391.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618070182942708,0.03819298170572913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6391.655,6315.345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14966395431957885,0.8503360456804212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6315.345,6427.345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8739467896644271,0.12605321033557296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.345,6372.835
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008137348997930484,0.9918626510020695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6372.835,6326.375
