A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Val,Target
0.0,0.0,0.0,0.0,0.0,0.7619025054750155,0.23809749452498452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4492.15,4621.85
0.0,0.0,0.0,0.0,0.0,0.0,0.9142007527029486,0.0857992472970514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.85,4673.09
0.0,0.0,0.0,0.0,0.0,0.0,0.5793030055014045,0.42069699449859554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4673.09,4735.795
0.0,0.0,0.0,0.0,0.0,0.0,0.1694715605702395,0.8305284394297605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4735.795,4791.385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061427985301542,0.19385720146984692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.385,4832.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355906469804309,0.4644093530195718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.78,4856.275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382030487524922,0.6179695124750817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4856.275,4947.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7843582686949861,0.2156417313050185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.72,5021.415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026976621372588,0.697302337862743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021.415,4995.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46906811793381165,0.5309318820661911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.96,5012.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35874270862931984,0.6412572913706823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5012.84,4940.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320700866998917,0.16792991330011328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940.42,4913.385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00876720995504569,0.9912327900449602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4913.385,4986.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280869832193286,0.47191301678067454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4986.93,4949.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725283521759653,0.22747164782403934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4949.53,5069.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898584609311307,0.01014153906886923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5069.28,5097.675
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8042725606230114,0.19572743937698853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097.675,4999.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44854550032622054,0.5514544996737821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.1,4985.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5401129757027575,0.4598870242972457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.09,4904.615
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06608675021573462,0.9339132497842709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4904.615,4737.45
0.0,0.0,0.0,0.0,0.0,0.0,0.15865470320063618,0.8413452967993638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.45,4671.355
0.0,0.0,0.0,0.0,0.0,0.0,0.5906427321094231,0.4093572678905769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4671.355,4659.04
0.0,0.0,0.0,0.0,0.0,0.0,0.6711319154971456,0.32886808450285443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4659.04,4629.31
0.0,0.0,0.0,0.0,0.0,0.0,0.8654431962212245,0.1345568037787755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4629.31,4573.76
0.0,0.0,0.0,0.0,0.0,0.22851052364210503,0.771489476357895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4573.76,4516.445
