,Date,Openly,Highest,Lowermost,Close,Volume,avg
1576,2001-01-02,4717.49,4945.09,4678.0,4935.28,,4811.545
1577,2001-01-03,4843.54,4970.45,4831.12,4894.79,,4900.785
1578,2001-01-04,5028.32,5169.13,5028.32,5136.13,,5098.725
1579,2001-01-05,5153.01,5298.43,5117.63,5295.53,,5208.03
1580,2001-01-08,5248.1,5368.77,5188.51,5188.51,,5278.64
1581,2001-01-09,5206.5,5376.12,5206.5,5376.12,,5291.31
1582,2001-01-10,5406.13,5476.9,5350.07,5436.78,,5413.485
1583,2001-01-11,5475.59,5531.2,5348.34,5369.24,,5439.77
1584,2001-01-12,5404.35,5423.19,5288.79,5339.4,,5355.99
1585,2001-01-15,5292.75,5380.49,5254.83,5379.66,,5317.66
1586,2001-01-16,5399.7,5665.98,5399.7,5662.94,,5532.84
1587,2001-01-17,5702.87,5805.26,5652.52,5769.95,,5728.89
1588,2001-01-18,5803.52,5892.53,5734.49,5847.91,,5813.51
1589,2001-01-29,5850.7,5933.68,5680.06,5680.06,,5806.87
1590,2001-01-30,5685.19,5792.5,5577.87,5792.5,,5685.185
1591,2001-01-31,5853.62,5992.43,5821.89,5936.2,,5907.16
1592,2001-02-01,5927.25,5975.05,5850.99,5897.93,,5913.02
1593,2001-02-02,5958.78,6103.1,5958.78,6049.26,,6030.94
1594,2001-02-05,6012.43,6012.43,5867.79,5932.42,,5940.11
1595,2001-02-06,5905.6,6042.72,5828.33,5849.06,,5935.525
1596,2001-02-07,5738.66,5781.2,5685.59,5693.58,,5733.395
1597,2001-02-08,5693.63,5763.14,5653.86,5758.6,,5708.5
1598,2001-02-09,5782.42,5893.4,5742.45,5809.84,,5817.925
1599,2001-02-12,5807.61,5894.27,5795.68,5847.07,,5844.975
1600,2001-02-13,5922.02,6027.49,5917.63,6027.49,,5972.56
1601,2001-02-14,6060.89,6097.29,5881.04,5887.68,,5989.165
1602,2001-02-15,5963.07,6104.24,5945.06,6104.24,,6024.65
1603,2001-02-16,6156.36,6198.22,5997.63,6045.67,,6097.925
1604,2001-02-19,5921.18,5991.29,5846.07,5937.3,,5918.68
1605,2001-02-20,5992.74,6079.62,5949.35,5971.29,,6014.485
1606,2001-02-21,5920.95,5957.78,5863.14,5949.96,,5910.46
1607,2001-02-22,5885.67,5885.67,5733.35,5759.04,,5809.51
1608,2001-02-23,5727.03,5778.1,5678.23,5726.93,,5728.165
1609,2001-02-26,5746.65,5789.17,5708.17,5716.02,,5748.67
1610,2001-02-27,5788.02,5805.4,5660.14,5674.69,,5732.77
1611,2001-03-01,5581.95,5584.46,5478.65,5499.86,,5531.555
1612,2001-03-02,5536.19,5561.38,5471.62,5499.54,,5516.5
1613,2001-03-05,5506.6,5610.9,5473.01,5609.74,,5541.955
1614,2001-03-06,5689.64,5736.32,5626.87,5635.06,,5681.595
1615,2001-03-07,5735.79,5793.76,5735.79,5777.13,,5764.775
1616,2001-03-08,5794.34,5794.34,5697.67,5711.02,,5746.005
1617,2001-03-09,5655.92,5683.11,5632.26,5680.43,,5657.685
1618,2001-03-12,5578.69,5615.82,5556.07,5582.67,,5585.945
1619,2001-03-13,5509.79,5646.86,5498.56,5610.4,,5572.71
1620,2001-03-14,5683.88,5703.52,5642.26,5658.21,,5672.89
1621,2001-03-15,5656.42,5747.01,5600.66,5742.74,,5673.835
1622,2001-03-16,5749.48,5846.39,5749.48,5783.93,,5797.935
1623,2001-03-19,5783.02,5791.38,5629.12,5641.89,,5710.25
1624,2001-03-20,5693.05,5717.21,5624.3,5642.7,,5670.755
1625,2001-03-21,5602.14,5684.35,5602.14,5623.42,,5643.245
1626,2001-03-22,5647.44,5735.74,5647.44,5730.95,,5691.59
1627,2001-03-23,5801.57,5836.17,5790.29,5800.55,,5813.23
1628,2001-03-26,5848.63,5862.3,5810.66,5854.42,,5836.48
1629,2001-03-27,5943.91,5981.31,5871.11,5884.33,,5926.21
1630,2001-03-28,5907.53,5922.81,5816.39,5819.39,,5869.6
1631,2001-03-29,5812.6,5846.63,5787.12,5833.88,,5816.875
1632,2001-03-30,5863.58,5865.48,5772.39,5797.92,,5818.935
1633,2001-04-02,5797.85,5797.85,5596.18,5607.73,,5697.015
1634,2001-04-03,5521.99,5538.09,5439.4,5446.82,,5488.745
1635,2001-04-04,5386.59,5455.52,5345.6,5405.85,,5400.56
1636,2001-04-06,5570.71,5584.14,5508.81,5515.13,,5546.475
1637,2001-04-09,5476.75,5476.75,5391.09,5401.83,,5433.92
1638,2001-04-10,5432.96,5506.1,5349.14,5353.5,,5427.62
1639,2001-04-11,5470.67,5474.17,5362.43,5467.75,,5418.3
1640,2001-04-12,5521.93,5563.51,5503.11,5533.22,,5533.31
1641,2001-04-13,5592.3,5601.49,5492.3,5495.47,,5546.895
